"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Scrapshooter","G","R","0","","0","","4014","73.4%","57.1%","688","60.0%","980","59.5%","1668","59.7%","2341","55.3%","4.4pp"
"Treeguard Duo","G","C","0","","0","","16002","56.3%","57.1%","2584","56.9%","3879","59.2%","6463","58.3%","9487","56.3%","1.9pp"
"Dreamdew Entrancer","UG","R","0","","0","","2438","44.3%","57.1%","419","","646","64.7%","1065","63.6%","1367","51.9%","11.7pp"
"Darkstar Augur","B","R","0","","0","","3413","60.4%","57.0%","560","60.9%","867","59.7%","1427","60.2%","1952","54.5%","5.7pp"
"Cache Grab","G","C","0","","0","","8925","31.1%","57.0%","1556","57.6%","2177","58.9%","3733","58.4%","5165","56.0%","2.4pp"
"Glidedive Duo","B","C","0","","0","","11457","39.0%","57.0%","1796","55.9%","2735","59.7%","4531","58.2%","6793","55.9%","2.3pp"
"Stargaze","B","U","0","","0","","2172","17.7%","57.0%","329","","527","57.5%","856","57.5%","1309","56.5%","0.9pp"
"Bonebind Orator","B","C","0","","0","","12496","42.7%","56.9%","2229","56.2%","2979","57.9%","5208","57.1%","7237","56.7%","0.4pp"
"Valley Rotcaller","B","R","0","","0","","3277","60.9%","56.9%","624","60.1%","772","57.3%","1396","58.5%","1850","55.6%","3.0pp"
"Thornvault Forager","G","R","0","","0","","3891","72.3%","56.9%","711","62.2%","1013","56.5%","1724","58.8%","2146","55.4%","3.5pp"
"Hivespine Wolverine","G","U","0","","0","","7469","62.2%","56.9%","1138","57.1%","1883","61.0%","3021","59.5%","4426","55.0%","4.5pp"
"Consumed by Greed","B","U","0","","0","","6047","49.6%","56.8%","966","57.7%","1505","60.4%","2471","59.3%","3527","54.8%","4.5pp"
"Valley Mightcaller","G","R","0","","0","","3904","71.9%","56.8%","710","66.5%","963","55.5%","1673","60.1%","2230","54.3%","5.9pp"
"Hop to It","W","U","0","","0","","5455","43.5%","56.6%","966","54.8%","1254","57.7%","2220","56.4%","3230","56.7%","-0.3pp"
"Builder's Talent","W","U","0","","0","","1487","12.3%","56.6%","271","","350","","621","55.6%","865","57.5%","-1.9pp"
"Season of Gathering","G","M","0","","0","","2120","76.3%","56.6%","338","","541","62.1%","879","61.3%","1236","53.2%","8.2pp"
"Short Bow","","U","0","","0","","3888","33.0%","56.6%","677","57.9%","873","53.5%","1550","55.4%","2325","57.4%","-2.0pp"
"Salvation Swan","W","R","0","","0","","3809","69.8%","56.6%","639","55.6%","892","60.4%","1531","58.4%","2258","55.2%","3.2pp"
"Tangle Tumbler","","U","0","","0","","1191","9.8%","56.5%","188","","262","","450","","742","56.9%",""
"Parting Gust","W","U","0","","0","","4646","39.2%","56.5%","707","56.2%","1119","58.4%","1826","57.5%","2803","55.8%","1.7pp"
"Harvestrite Host","W","U","0","","0","","5540","45.0%","56.5%","933","59.1%","1301","57.4%","2234","58.1%","3285","55.2%","2.9pp"
"Burrowguard Mentor","WG","U","0","","0","","4409","35.4%","56.5%","778","59.4%","1055","58.2%","1833","58.7%","2574","54.9%","3.8pp"
"Pawpatch Recruit","G","R","0","","0","","3922","75.1%","56.4%","743","62.3%","905","58.9%","1648","60.4%","2259","53.3%","7.1pp"
"Banishing Light","W","C","0","","0","","16282","55.2%","56.4%","2778","56.0%","3814","56.9%","6592","56.5%","9648","56.3%","0.2pp"
"Mudflat Village","","U","0","","0","","4928","40.3%","56.4%","828","55.9%","1176","58.6%","2004","57.5%","2898","55.7%","1.8pp"
"Jolly Gerbils","W","U","0","","0","","4342","36.9%","56.3%","714","56.0%","1009","53.0%","1723","54.3%","2603","57.6%","-3.4pp"
"Camellia, the Seedmiser","BG","R","0","","0","","2676","50.3%","56.3%","424","","716","61.9%","1140","60.4%","1517","53.1%","7.4pp"
"Treetop Sentries","G","C","0","","0","","10032","35.2%","56.3%","1615","53.5%","2528","59.7%","4143","57.3%","5819","55.5%","1.7pp"
"Heartfire Hero","R","U","0","","0","","4006","33.0%","56.3%","675","63.1%","941","55.3%","1616","58.5%","2382","54.7%","3.9pp"
"Scavenger's Talent","B","R","0","","0","","2053","37.3%","56.3%","339","","534","53.2%","873","54.8%","1164","57.3%","-2.5pp"
"Brambleguard Veteran","G","U","0","","0","","6088","50.8%","56.2%","974","58.2%","1457","57.4%","2431","57.7%","3654","55.2%","2.5pp"
"Daggerfang Duo","B","C","0","","0","","11038","37.5%","56.2%","2001","54.9%","2686","58.2%","4687","56.8%","6272","55.7%","1.1pp"
"Fountainport","","R","0","","0","","3752","69.9%","56.2%","603","56.4%","878","59.5%","1481","58.2%","2266","54.8%","3.4pp"
"Rabid Gnaw","R","U","0","","0","","4822","40.8%","56.1%","801","57.1%","1079","58.9%","1880","58.1%","2926","54.9%","3.3pp"
"Feather of Flight","W","U","0","","0","","4394","35.6%","56.1%","730","56.3%","1042","57.8%","1772","57.2%","2615","55.4%","1.8pp"
"Hazel's Nocturne","B","U","0","","0","","4366","36.7%","56.1%","664","54.2%","1038","59.8%","1702","57.6%","2626","55.3%","2.4pp"
"Rottenmouth Viper","B","M","0","","0","","2286","82.9%","56.1%","397","","583","62.4%","980","60.7%","1294","52.6%","8.1pp"
"Feed the Cycle","B","U","0","","0","","6930","57.3%","56.1%","1180","58.0%","1812","59.7%","2992","59.0%","3878","53.5%","5.5pp"
"Shrike Force","W","U","0","","0","","5321","44.9%","56.1%","987","53.7%","1222","58.1%","2209","56.1%","3092","56.0%","0.2pp"
"Polliwallop","G","C","0","","0","","15878","54.4%","56.1%","2530","54.3%","3925","58.4%","6455","56.8%","9379","55.6%","1.2pp"
"Pileated Provisioner","W","C","0","","0","","8043","27.3%","56.0%","1170","54.1%","1883","57.4%","3053","56.1%","4939","55.9%","0.3pp"
"Crumb and Get It","W","C","0","","0","","10482","36.0%","56.0%","1655","57.7%","2518","56.7%","4173","57.1%","6289","55.3%","1.8pp"
"Repel Calamity","W","U","0","","0","","5600","46.1%","56.0%","937","57.2%","1292","57.9%","2229","57.6%","3356","54.9%","2.7pp"
"Fountainport Bell","","C","0","","0","","8563","29.3%","56.0%","1580","52.8%","2013","56.7%","3593","55.0%","4955","56.7%","-1.7pp"
"Rust-Shield Rampager","G","C","0","","0","","12613","43.7%","56.0%","2023","57.2%","3089","56.0%","5112","56.5%","7497","55.6%","0.8pp"
"Longstalk Brawl","G","C","0","","0","","17830","58.0%","55.9%","2962","54.2%","4424","56.8%","7386","55.7%","10377","56.0%","-0.2pp"
"Bushy Bodyguard","G","U","0","","0","","6524","56.1%","55.9%","1129","54.2%","1542","58.0%","2671","56.4%","3805","55.2%","1.3pp"
"Hired Claw","R","R","0","","0","","2474","45.2%","55.9%","471","","589","50.6%","1060","58.6%","1410","53.8%","4.8pp"
"Valley Flamecaller","R","R","0","","0","","2702","48.3%","55.8%","474","","606","54.8%","1080","56.0%","1618","55.8%","0.2pp"
"Roughshod Duo","R","C","0","","0","","8624","29.3%","55.8%","1493","56.5%","1889","55.4%","3382","55.9%","5230","55.7%","0.2pp"
"Nettle Guard","W","C","0","","0","","11477","40.1%","55.8%","2069","55.1%","2625","54.4%","4694","54.7%","6735","56.6%","-1.9pp"
"Thistledown Players","W","C","0","","0","","7405","25.5%","55.8%","1267","55.7%","1640","54.0%","2907","54.7%","4468","56.6%","-1.8pp"
"Blacksmith's Talent","R","U","0","","0","","2894","24.2%","55.8%","492","","696","56.0%","1188","57.1%","1701","55.0%","2.0pp"
"Vren, the Relentless","UB","R","0","","0","","2382","44.0%","55.8%","401","","618","62.1%","1019","60.7%","1344","51.7%","9.0pp"
"Hugs, Grisly Guardian","RG","M","0","","0","","1216","44.4%","55.8%","198","","276","","474","","744","53.5%",""
"Thornplate Intimidator","B","C","0","","0","","8731","30.3%","55.7%","1394","54.7%","2182","58.8%","3576","57.2%","5106","54.6%","2.6pp"
"Diresight","B","C","0","","0","","6123","21.0%","55.7%","1015","53.5%","1489","56.2%","2504","55.1%","3594","56.0%","-0.9pp"
"Early Winter","B","C","0","","0","","10321","34.9%","55.7%","1570","53.3%","2510","57.9%","4080","56.2%","6173","55.3%","0.9pp"
"Starseer Mentor","WB","U","0","","0","","3405","28.4%","55.7%","538","54.8%","860","57.9%","1398","56.7%","1965","54.6%","2.2pp"
"Stickytongue Sentinel","G","C","0","","0","","12382","44.1%","55.7%","2164","53.6%","3152","55.5%","5316","54.7%","7041","56.3%","-1.6pp"
"Whiskervale Forerunner","W","R","0","","0","","3544","64.6%","55.6%","590","57.1%","820","57.3%","1410","57.2%","2117","54.6%","2.7pp"
"Fabled Passage","","R","0","","0","","5151","92.2%","55.6%","965","57.4%","1191","56.1%","2156","56.7%","2980","54.8%","1.9pp"
"Starscape Cleric","B","U","0","","0","","4855","40.3%","55.6%","823","54.1%","1161","56.6%","1984","55.5%","2826","55.3%","0.2pp"
"Flowerfoot Swordmaster","W","U","0","","0","","3290","28.5%","55.6%","626","52.1%","731","52.8%","1357","52.5%","1915","57.8%","-5.3pp"
"Star Charter","W","U","0","","0","","4105","34.6%","55.6%","646","54.8%","990","57.4%","1636","56.4%","2437","55.1%","1.2pp"
"Agate-Blade Assassin","B","C","0","","0","","8293","28.8%","55.6%","1521","56.1%","1871","55.7%","3392","55.9%","4864","55.3%","0.5pp"
"Moonrise Cleric","WB","C","0","","0","","12187","41.0%","55.6%","2077","55.3%","2884","56.8%","4961","56.2%","7113","55.2%","1.0pp"
"Sonar Strike","W","C","0","","0","","12309","42.2%","55.5%","2084","55.6%","2850","55.8%","4934","55.7%","7332","55.4%","0.3pp"
"Ravine Raider","B","C","0","","0","","4094","14.2%","55.5%","777","55.7%","920","53.9%","1697","54.7%","2380","56.0%","-1.2pp"
"Lupinflower Village","","U","0","","0","","4085","34.7%","55.5%","725","53.2%","938","55.9%","1663","54.7%","2420","56.1%","-1.4pp"
"Three Tree Rootweaver","G","C","0","","0","","16104","54.9%","55.5%","2974","59.5%","3814","52.8%","6788","55.8%","9296","55.3%","0.5pp"
"Head of the Homestead","WG","C","0","","0","","14924","50.9%","55.5%","2367","54.5%","3592","56.3%","5959","55.6%","8897","55.4%","0.2pp"
"Bark-Knuckle Boxer","G","U","0","","0","","6755","56.5%","55.5%","1203","56.4%","1568","52.7%","2771","54.3%","3971","56.2%","-1.9pp"
"Bonecache Overseer","B","U","0","","0","","2344","19.7%","55.4%","437","","548","52.2%","985","54.6%","1347","56.1%","-1.4pp"
"Glarb, Calamity's Augur","UBG","M","0","","0","","1155","42.7%","55.4%","196","","312","","508","60.0%","643","51.6%","8.4pp"
"Bandit's Talent","B","U","0","","0","","3187","25.6%","55.4%","529","56.9%","772","56.9%","1301","56.9%","1863","54.3%","2.6pp"
"Pawpatch Formation","G","U","0","","0","","4787","39.8%","55.4%","793","53.8%","1166","55.1%","1959","54.6%","2814","55.8%","-1.1pp"
"Pond Prophet","UG","C","0","","0","","11050","38.0%","55.3%","1988","56.4%","2798","58.1%","4786","57.4%","6241","53.7%","3.7pp"
"Essence Channeler","W","R","0","","0","","3143","57.0%","55.3%","551","55.9%","735","57.7%","1286","56.9%","1832","53.9%","3.0pp"
"Curious Forager","G","U","0","","0","","6423","55.7%","55.3%","1066","54.5%","1557","56.4%","2623","55.6%","3766","55.1%","0.6pp"
"High Stride","G","C","0","","0","","5156","17.3%","55.3%","731","56.0%","1260","54.1%","1991","54.8%","3157","55.6%","-0.8pp"
"Plumecreed Mentor","WU","U","0","","0","","1566","12.5%","55.2%","257","","367","","624","57.7%","931","53.5%","4.2pp"
"Finneas, Ace Archer","WG","R","0","","0","","2481","48.9%","55.1%","407","","581","55.2%","988","56.6%","1477","53.8%","2.8pp"
"Take Out the Trash","R","C","0","","0","","11798","40.3%","55.1%","2024","56.7%","2635","55.2%","4659","55.8%","7103","54.6%","1.3pp"
"Wax-Wane Witness","W","C","0","","0","","6579","23.2%","55.1%","1072","52.9%","1581","56.0%","2653","54.7%","3856","55.2%","-0.5pp"
"Three Tree Scribe","G","U","0","","0","","5222","43.7%","55.0%","897","58.1%","1268","53.3%","2165","55.3%","3058","54.9%","0.4pp"
"Muerra, Trash Tactician","RG","R","0","","0","","2241","40.2%","55.0%","385","","529","59.9%","914","59.3%","1330","52.2%","7.1pp"
"Quaketusk Boar","R","U","0","","0","","4508","36.8%","55.0%","680","57.4%","1057","58.4%","1737","58.0%","2775","53.3%","4.7pp"
"Oakhollow Village","","U","0","","0","","6144","50.3%","55.0%","1104","55.2%","1453","56.2%","2557","55.8%","3581","54.4%","1.4pp"
"Lifecreed Duo","W","C","0","","0","","10824","37.3%","54.9%","1849","55.1%","2516","55.6%","4365","55.4%","6377","54.4%","1.0pp"
"Mabel's Mettle","W","U","0","","0","","4333","34.2%","54.9%","696","52.6%","1002","55.1%","1698","54.1%","2629","55.4%","-1.3pp"
"Uncharted Haven","","C","0","","0","","19577","68.4%","54.8%","3673","56.6%","4508","53.0%","8181","54.6%","11389","55.0%","-0.3pp"
"Brambleguard Captain","R","U","0","","0","","4002","32.4%","54.8%","656","59.3%","941","54.1%","1597","56.2%","2402","53.9%","2.3pp"
"Mistbreath Elder","G","R","0","","0","","3281","58.6%","54.8%","581","56.6%","846","53.2%","1427","54.6%","1853","54.9%","-0.3pp"
"Hidden Grotto","","C","0","","0","","16260","55.6%","54.8%","2950","54.9%","3744","55.0%","6694","54.9%","9541","54.6%","0.3pp"
"Flamecache Gecko","R","U","0","","0","","3550","30.4%","54.8%","631","56.4%","732","54.9%","1363","55.6%","2178","54.3%","1.3pp"
"Huskburster Swarm","B","U","0","","0","","3934","33.5%","54.7%","588","53.2%","967","56.6%","1555","55.3%","2360","54.3%","1.0pp"
"Clifftop Lookout","G","U","0","","0","","5799","47.5%","54.7%","1088","56.1%","1354","54.3%","2442","55.1%","3350","54.5%","0.6pp"
"Raccoon Rallier","R","C","0","","0","","6344","22.1%","54.6%","1165","51.7%","1357","48.6%","2522","50.0%","3817","57.6%","-7.5pp"
"Brave-Kin Duo","W","C","0","","0","","6844","23.0%","54.6%","1250","53.8%","1412","49.9%","2662","51.8%","4153","56.4%","-4.7pp"
"Bumbleflower's Sharepot","","C","0","","0","","4338","14.8%","54.6%","789","53.1%","1045","55.7%","1834","54.6%","2488","54.6%","-0.0pp"
"Lunar Convocation","WB","R","0","","0","","1488","28.7%","54.6%","239","","376","","615","52.2%","865","56.3%","-4.1pp"
"Heaped Harvest","G","C","0","","0","","10226","35.1%","54.6%","1762","55.0%","2443","54.2%","4205","54.6%","5988","54.6%","-0.0pp"
"Corpseberry Cultivator","BG","C","0","","0","","9291","32.0%","54.6%","1638","51.0%","2198","55.6%","3836","53.6%","5412","55.3%","-1.7pp"
"Cruelclaw's Heist","B","R","0","","0","","1843","34.1%","54.5%","310","","510","56.1%","820","55.9%","1009","53.5%","2.3pp"
"Druid of the Spade","G","C","0","","0","","7545","25.4%","54.5%","1265","54.0%","1739","52.2%","3004","53.0%","4519","55.4%","-2.4pp"
"Dewdrop Cure","W","U","0","","0","","1594","13.1%","54.5%","241","","357","","598","54.0%","995","54.7%","-0.7pp"
"Junkblade Bruiser","RG","C","0","","0","","9703","33.1%","54.4%","1475","54.2%","2307","55.9%","3782","55.2%","5917","54.0%","1.3pp"
"Mouse Trapper","W","U","0","","0","","3722","31.5%","54.4%","665","54.7%","804","53.6%","1469","54.1%","2240","54.7%","-0.6pp"
"Seedpod Squire","WU","C","0","","0","","9098","31.0%","54.4%","1454","50.2%","2307","55.8%","3761","53.7%","5307","54.9%","-1.3pp"
"Frilled Sparkshooter","R","C","0","","0","","5137","17.8%","54.4%","844","51.5%","1177","53.3%","2021","52.5%","3111","55.5%","-3.0pp"
"Azure Beastbinder","U","R","0","","0","","1762","34.5%","54.4%","328","","477","","805","59.3%","948","50.2%","9.0pp"
"Starlit Soothsayer","B","C","0","","0","","6270","21.8%","54.4%","1067","51.1%","1441","54.6%","2508","53.1%","3710","55.0%","-1.9pp"
"Coruscation Mage","R","U","0","","0","","3461","28.4%","54.3%","603","57.9%","796","54.0%","1399","55.7%","2060","53.4%","2.2pp"
"Seedglaive Mentor","WR","U","0","","0","","2442","20.9%","54.3%","437","","529","50.9%","966","53.2%","1475","55.2%","-2.0pp"
"Whiskerquill Scribe","R","C","0","","0","","5422","18.5%","54.2%","950","54.9%","1185","50.7%","2135","52.6%","3282","55.2%","-2.6pp"
"Rabbit Response","W","C","0","","0","","5491","18.7%","54.2%","832","51.9%","1285","55.5%","2117","54.1%","3367","54.3%","-0.2pp"
"Fireglass Mentor","BR","U","0","","0","","2269","18.9%","54.2%","427","","494","","921","57.2%","1331","51.9%","5.3pp"
"Brazen Collector","R","U","0","","0","","4452","38.7%","54.2%","828","57.9%","1005","52.6%","1833","55.0%","2613","53.7%","1.3pp"
"Seasoned Warrenguard","W","U","0","","0","","2934","24.6%","54.2%","549","55.7%","684","50.9%","1233","53.0%","1694","55.1%","-2.0pp"
"Veteran Guardmouse","WR","C","0","","0","","6760","22.9%","54.1%","1094","53.1%","1530","50.5%","2624","51.6%","4126","55.7%","-4.1pp"
"Cindering Cutthroat","BR","C","0","","0","","9239","31.3%","54.1%","1627","52.2%","2068","52.9%","3695","52.6%","5520","55.0%","-2.4pp"
"Lilysplash Mentor","UG","U","0","","0","","3333","27.9%","54.1%","543","49.7%","913","58.5%","1456","55.2%","1878","53.0%","2.2pp"
"Psychic Whorl","B","C","0","","0","","2472","8.7%","54.1%","387","","608","54.3%","995","53.9%","1461","54.5%","-0.6pp"
"Agate Assault","R","C","0","","0","","10933","37.4%","54.1%","1815","54.3%","2504","53.8%","4319","54.0%","6578","54.1%","-0.1pp"
"Jackdaw Savior","W","R","0","","0","","3230","61.5%","54.1%","581","53.5%","768","55.5%","1349","54.6%","1855","53.3%","1.3pp"
"Thundertrap Trainer","U","R","0","","0","","1384","25.7%","54.0%","235","","366","","601","57.2%","780","51.4%","5.8pp"
"Alania's Pathmaker","R","C","0","","0","","7098","24.7%","54.0%","1162","55.1%","1607","54.3%","2769","54.6%","4315","53.7%","0.9pp"
"Playful Shove","R","U","0","","0","","3058","25.1%","54.0%","544","52.8%","667","53.7%","1211","53.3%","1840","54.4%","-1.1pp"
"Heirloom Epic","","U","0","","0","","1154","9.8%","54.0%","205","","264","","469","","681","53.5%",""
"Peerless Recycling","G","U","0","","0","","2883","24.0%","53.9%","437","","726","55.6%","1163","53.3%","1708","54.2%","-0.9pp"
"Barkform Harvester","","C","0","","0","","2538","8.8%","53.9%","437","","612","53.6%","1049","53.5%","1480","54.1%","-0.6pp"
"The Infamous Cruelclaw","BR","M","0","","0","","1324","48.9%","53.9%","254","","299","","553","54.6%","761","53.2%","1.4pp"
"Wandertale Mentor","RG","U","0","","0","","3147","25.8%","53.8%","562","61.6%","731","53.2%","1293","56.8%","1860","51.8%","5.1pp"
"Splash Lasher","U","U","0","","0","","2860","23.4%","53.8%","470","","813","59.2%","1283","56.4%","1568","51.6%","4.8pp"
"Sinister Monolith","B","U","0","","0","","3167","27.7%","53.8%","526","46.6%","742","54.3%","1268","51.1%","1886","55.6%","-4.5pp"
"Conduct Electricity","R","C","0","","0","","5407","18.6%","53.7%","822","52.1%","1289","55.1%","2111","53.9%","3283","53.6%","0.3pp"
"Three Tree Mascot","","C","0","","0","","8152","28.6%","53.7%","1550","53.7%","1830","51.5%","3380","52.5%","4741","54.6%","-2.0pp"
"Sunshower Druid","G","C","0","","0","","7805","26.6%","53.7%","1329","52.8%","2004","54.1%","3333","53.6%","4462","53.7%","-0.1pp"
"Emberheart Challenger","R","R","0","","0","","2869","51.5%","53.7%","541","55.1%","674","54.6%","1215","54.8%","1649","52.8%","2.1pp"
"Hazardroot Herbalist","G","U","0","","0","","3712","30.4%","53.7%","617","46.5%","908","54.5%","1525","51.3%","2179","55.3%","-4.1pp"
"Coiling Rebirth","B","R","0","","0","","1996","38.5%","53.7%","273","","463","","736","56.0%","1248","52.2%","3.7pp"
"Blooming Blast","R","U","0","","0","","4001","33.0%","53.6%","666","53.0%","912","54.8%","1578","54.1%","2417","53.4%","0.6pp"
"Dazzling Denial","U","C","0","","0","","3742","12.7%","53.6%","667","59.2%","973","55.1%","1640","56.8%","2068","51.1%","5.7pp"
"Caretaker's Talent","W","R","0","","0","","1731","34.0%","53.6%","306","","365","","671","55.6%","1057","52.3%","3.3pp"
"Gev, Scaled Scorch","BR","R","0","","0","","1959","37.9%","53.6%","315","","460","","775","57.4%","1169","51.1%","6.4pp"
"Mockingbird","U","R","0","","0","","1998","38.2%","53.6%","317","","539","57.9%","856","56.7%","1126","50.9%","5.8pp"
"Honored Dreyleader","G","U","0","","0","","2837","24.2%","53.5%","459","","710","56.3%","1169","52.4%","1636","54.4%","-2.0pp"
"Season of Weaving","U","M","0","","0","","1201","42.8%","53.5%","169","","334","","503","57.5%","687","50.5%","6.9pp"
"Kitsa, Otterball Elite","U","M","0","","0","","994","36.6%","53.5%","180","","256","","436","","554","49.3%",""
"Dour Port-Mage","U","R","0","","0","","1968","38.1%","53.5%","365","","539","57.5%","904","56.6%","1065","50.9%","5.7pp"
"Plumecreed Escort","U","U","0","","0","","3086","25.1%","53.5%","566","54.8%","773","57.7%","1339","56.5%","1739","51.2%","5.3pp"
"Spellgyre","U","U","0","","0","","1740","13.8%","53.4%","259","","517","57.3%","776","56.4%","947","50.8%","5.7pp"
"Long River Lurker","U","U","0","","0","","2518","21.4%","53.4%","458","","701","55.6%","1159","55.3%","1358","51.7%","3.6pp"
"Wick, the Whorled Mind","B","R","0","","0","","1928","36.3%","53.3%","302","","430","","732","57.8%","1182","50.6%","7.2pp"
"Mindwhisker","U","U","0","","0","","2339","18.7%","53.3%","405","","620","55.2%","1025","52.8%","1313","53.6%","-0.8pp"
"Season of the Bold","R","M","0","","0","","1139","41.3%","53.3%","198","","251","","449","","689","51.5%",""
