"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Incinerating Blast","R","C","81064","7.05","10781","10.13","21381","34.5%","51.7%","3481","49.8%","4980","52.9%","8461","51.6%","12915","51.7%","-0.1pp"
"Banner of Kinship","","R","9583","4.22","1405","5.90","2376","29.7%","51.6%","346","","522","52.1%","868","50.9%","1508","51.9%","-1.0pp"
"Mossborn Hydra","G","R","3750","1.83","1653","1.86","7976","86.3%","51.6%","1420","55.1%","1891","53.0%","3311","53.9%","4656","49.8%","4.1pp"
"Consuming Aberration","UB","R","6871","3.24","2053","3.57","8136","70.7%","51.5%","1362","48.2%","2305","55.4%","3667","52.7%","4465","50.2%","2.5pp"
"Wildwood Scourge","G","U","20566","4.05","2790","5.56","11987","75.9%","51.5%","2086","48.1%","2743","51.5%","4829","50.0%","7132","52.3%","-2.3pp"
"Extravagant Replication","U","R","7013","3.33","1775","3.80","6493","66.1%","51.5%","1072","47.1%","1791","53.8%","2863","51.3%","3619","51.6%","-0.3pp"
"Rune-Sealed Wall","U","U","28531","6.00","4723","8.07","12890","48.9%","51.4%","2285","49.1%","3484","53.4%","5769","51.7%","7098","51.1%","0.7pp"
"Shivan Dragon","R","U","25194","5.11","3733","7.11","10917","51.8%","51.4%","1848","48.8%","2415","51.6%","4263","50.4%","6679","52.1%","-1.7pp"
"Zombify","B","U","25255","5.03","3685","7.03","10075","48.2%","51.4%","1690","49.8%","2621","53.9%","4311","52.3%","5723","50.5%","1.8pp"
"Campus Guide","","C","81825","6.71","10818","9.69","23790","38.8%","51.4%","4559","49.6%","5593","50.6%","10152","50.2%","13594","52.3%","-2.1pp"
"Jungle Hollow","","C","40541","6.73","6203","9.41","17205","48.7%","51.4%","3202","54.8%","4008","51.4%","7210","52.9%","9976","50.3%","2.6pp"
"Run Away Together","U","C","80228","6.90","11643","9.71","25266","38.5%","51.4%","4258","48.6%","6723","53.4%","10981","51.5%","14259","51.2%","0.4pp"
"Apothecary Stomper","G","C","77584","6.48","8655","9.61","19225","39.1%","51.3%","3208","47.6%","4466","52.3%","7674","50.3%","11557","51.8%","-1.5pp"
"Grappling Kraken","U","U","25916","5.35","3895","7.42","9218","41.9%","51.2%","1459","50.0%","2551","55.1%","4010","53.2%","5216","49.5%","3.8pp"
"Tatyova, Benthic Druid","UG","U","18657","3.92","4566","4.59","18264","70.9%","51.2%","3056","49.8%","4713","55.3%","7769","53.1%","10471","49.6%","3.5pp"
"Midnight Snack","B","U","29313","6.39","3315","9.62","3458","18.2%","51.2%","613","48.1%","823","52.5%","1436","50.6%","2024","51.6%","-1.0pp"
"Rise of the Dark Realms","B","M","4026","3.74","716","4.87","1621","40.1%","51.1%","268","","475","","743","57.2%","868","45.3%","11.9pp"
"Blanchwood Armor","G","U","29624","6.53","2853","10.09","2711","16.6%","51.0%","440","","556","54.5%","996","52.4%","1717","50.2%","2.2pp"
"Firebrand Archer","R","C","78731","6.85","10504","9.65","25686","42.8%","51.0%","4570","48.6%","5987","50.2%","10557","49.5%","15107","52.0%","-2.6pp"
"Aetherize","U","U","24093","5.00","3461","6.91","10584","54.7%","50.8%","1745","46.7%","2771","53.3%","4516","50.8%","6046","50.7%","0.0pp"
"Homunculus Horde","U","R","6936","3.20","1908","3.61","7260","69.3%","50.7%","1176","49.8%","2092","51.1%","3268","50.7%","3984","50.7%","-0.1pp"
"Juggernaut","","U","32382","6.72","3915","9.79","5618","25.4%","50.7%","1008","46.0%","1293","48.7%","2301","47.5%","3322","52.7%","-5.2pp"
"Reclamation Sage","G","U","25133","4.74","3521","6.51","12495","63.7%","50.5%","2227","46.4%","2828","49.3%","5055","48.1%","7423","52.1%","-4.1pp"
"Twinblade Blessing","W","U","26779","5.65","2843","8.70","4027","25.0%","50.4%","671","47.4%","913","49.4%","1584","48.5%","2442","51.6%","-3.1pp"
"Erudite Wizard","U","C","77968","6.74","10196","9.67","21363","37.3%","50.4%","3804","51.0%","5800","50.6%","9604","50.7%","11726","50.1%","0.7pp"
"Mocking Sprite","U","C","76261","6.42","9653","9.31","22724","42.0%","50.3%","4004","48.6%","5824","50.4%","9828","49.7%","12851","50.8%","-1.1pp"
"Crypt Feaster","B","C","84374","7.78","9728","11.35","5808","10.5%","50.2%","977","46.6%","1419","51.9%","2396","49.7%","3414","50.6%","-0.8pp"
"Seismic Rupture","R","U","31299","7.02","3653","10.28","3146","15.2%","50.2%","557","46.3%","789","49.7%","1346","48.3%","1797","51.5%","-3.2pp"
"Wardens of the Cycle","BG","U","22696","4.77","3944","6.05","13176","59.9%","50.1%","2157","47.7%","3193","53.7%","5350","51.3%","7831","49.2%","2.1pp"
"Paradise Druid","G","U","574","2.93","154","","730","90.7%","50.0%","128","","168","","296","","432","",""
"Adventuring Gear","","U","32621","7.01","3634","10.41","2877","14.3%","50.0%","497","","623","48.3%","1120","47.1%","1758","51.7%","-4.6pp"
"Crackling Cyclops","R","C","85113","8.47","10255","11.89","6816","11.6%","50.0%","1142","47.2%","1765","48.9%","2907","48.2%","3907","51.2%","-2.9pp"
"Clinquant Skymage","U","U","22583","4.57","3672","6.14","12329","60.8%","49.9%","2026","47.4%","3431","51.2%","5457","49.8%","6880","50.0%","-0.2pp"
"Genesis Wave","G","R","10422","4.63","1322","6.68","2231","30.1%","49.8%","373","","540","53.0%","913","49.2%","1318","50.2%","-1.0pp"
"Imprisoned in the Moon","U","U","25355","5.16","3441","7.30","10187","53.4%","49.8%","1775","45.8%","2702","53.7%","4477","50.6%","5706","49.2%","1.4pp"
"Spitfire Lagac","R","C","83551","8.04","8978","11.80","4602","9.0%","49.7%","809","46.5%","1046","49.2%","1855","48.0%","2750","50.6%","-2.6pp"
"Electroduplicate","R","R","11294","5.02","1441","7.39","1911","23.1%","49.7%","322","","429","","751","49.4%","1159","49.7%","-0.3pp"
"Bulk Up","R","U","30371","6.74","3223","10.11","3238","17.6%","49.6%","543","46.2%","717","50.3%","1260","48.6%","1976","50.2%","-1.6pp"
"Rite of the Dragoncaller","R","M","2938","3.02","813","3.22","2447","55.5%","49.4%","393","","615","49.3%","1008","48.8%","1432","49.8%","-1.0pp"
"Sphinx's Tutelage","U","U","932","4.82","171","","530","57.4%","49.2%","103","","142","","245","","285","",""
"Aegis Turtle","U","C","84693","8.24","10358","11.65","8188","14.0%","49.0%","1469","46.1%","2131","50.2%","3600","48.5%","4559","49.2%","-0.7pp"
"Grow from the Ashes","G","C","73744","6.09","8551","8.78","22813","47.8%","48.9%","4112","46.5%","5244","49.3%","9356","48.1%","13431","49.4%","-1.3pp"
"Inspiring Call","G","U","30368","6.57","3139","9.96","3754","21.1%","48.8%","607","40.9%","800","46.8%","1407","44.2%","2349","51.5%","-7.3pp"
"Time Stop","U","R","10615","4.61","1834","6.27","4153","40.3%","48.8%","681","42.0%","1122","49.8%","1803","46.9%","2348","50.2%","-3.3pp"
"Broken Wings","G","C","83502","7.66","7987","11.46","5504","12.3%","48.7%","913","46.1%","1250","51.0%","2163","49.0%","3341","48.4%","0.6pp"
"Burnished Hart","","U","26726","5.09","3123","7.40","8933","51.6%","48.6%","1665","46.5%","2141","48.9%","3806","47.9%","5111","49.1%","-1.2pp"
"Crystal Barricade","W","R","9176","3.98","1099","5.96","2250","36.7%","48.6%","425","","533","43.5%","958","45.9%","1291","50.7%","-4.7pp"
"Bloom Tender","G","R","546","2.76","128","","533","76.9%","48.6%","109","","96","","205","","325","",""
"Exsanguinate","B","U","29331","6.38","2873","9.89","2804","17.4%","48.5%","477","","665","52.5%","1142","49.0%","1655","47.8%","1.2pp"
"Lathril, Blade of the Elves","BG","R","6281","3.05","1445","3.42","4772","61.0%","48.5%","822","48.2%","1211","49.5%","2033","48.9%","2746","48.2%","0.8pp"
"Muldrotha, the Gravetide","UBG","M","3048","2.94","954","2.99","3549","68.4%","48.3%","577","48.2%","1009","55.2%","1586","52.6%","1948","44.6%","8.1pp"
"Secluded Courtyard","","U","33950","7.64","3552","11.37","1511","7.6%","48.2%","253","","347","","600","46.0%","910","49.7%","-3.7pp"
"Gleaming Barrier","","C","84553","7.73","8976","11.28","8976","17.8%","47.9%","1728","45.5%","2233","48.3%","3961","47.1%","4993","48.4%","-1.4pp"
"Fishing Pole","","U","33481","7.53","4115","10.90","1980","8.5%","47.7%","356","","505","42.2%","861","43.1%","1118","51.3%","-8.2pp"
"Niv-Mizzet, Visionary","UR","M","3006","2.91","803","3.10","2146","48.8%","47.1%","347","","587","49.2%","934","45.7%","1216","47.9%","-2.2pp"
"An Offer You Can't Refuse","U","U","33767","7.49","3583","11.21","1394","6.9%","47.0%","243","","350","","593","48.2%","756","44.8%","3.4pp"
"Swiftfoot Boots","","U","30483","6.02","2850","9.36","3365","21.0%","46.7%","608","40.5%","747","43.8%","1355","42.3%","2014","49.8%","-7.5pp"
"Painful Quandary","B","R","9533","4.38","1106","6.53","1799","29.4%","45.2%","294","","457","","751","42.5%","1036","46.8%","-4.3pp"
"Boltwave","R","U","30610","6.85","3080","10.38","2608","15.1%","45.1%","444","","592","44.1%","1036","42.3%","1535","46.8%","-4.5pp"
"Doubling Season","G","M","3561","3.34","511","4.54","824","29.9%","42.7%","142","","200","","342","","482","",""
"Thousand-Year Storm","UR","R","13078","5.74","1749","8.41","637","6.4%","40.0%","116","","178","","294","","342","",""
"Omniscience","U","M","5998","5.09","733","7.91","27","0.7%","","2","","6","","8","","19","",""
"Brass's Bounty","R","R","14826","6.62","1888","9.87","42","0.4%","","7","","7","","14","","28","",""
"Progenitus","WUBRG","M","5923","5.06","779","7.72","67","1.5%","","11","","10","","21","","46","",""
"Grim Tutor","B","M","786","3.95","82","","105","","","16","","28","","44","","60","",""
